gene,HBR_1,HBR_2,HBR_3,UHR_1,UHR_2,UHR_3
ENSG00000274422.1,0,0,0,0,1,0
ENSG00000274457.1,11,14,14,1,0,1
ENSG00000274552.1,0,0,0,0,0,0
ENSG00000274600.1,0,0,0,0,2,0
ENSG00000274602.4,0,0,0,1,0,0
ENSG00000274617.1,0,0,0,0,0,0
ENSG00000274625.1,0,0,0,0,0,0
ENSG00000274717.1,0,0,0,0,1,0
ENSG00000274773.1,0,0,0,0,0,0
ENSG00000275004.3,0,0,0,0,0,0
ENSG00000275060.1,0,0,0,0,0,0
ENSG00000275065.1,0,0,0,0,0,0
ENSG00000275258.1,0,0,0,0,0,0
ENSG00000275293.1,0,0,0,0,0,0
ENSG00000275307.1,0,0,0,0,0,0
ENSG00000275319.1,0,0,0,0,0,0
ENSG00000275361.1,0,0,0,0,0,0
ENSG00000275362.1,0,0,0,0,0,0
ENSG00000275382.1,0,0,0,0,0,0
ENSG00000275609.1,0,0,1,0,0,1
ENSG00000275635.1,0,0,0,0,0,0
ENSG00000275656.1,0,0,0,0,0,0
ENSG00000275772.1,0,0,0,0,0,0
ENSG00000275793.1,0,0,0,0,1,0
ENSG00000275818.1,0,0,0,0,0,0
ENSG00000275840.1,0,0,0,0,0,0
ENSG00000275942.1,0,0,0,0,0,0
ENSG00000276027.1,0,0,0,0,0,0
ENSG00000276057.1,0,0,0,0,0,0
ENSG00000276095.2,0,0,0,0,0,0
ENSG00000276138.1,0,0,0,0,0,0
ENSG00000276150.1,0,0,0,0,0,0
ENSG00000276160.1,0,0,0,0,0,0
ENSG00000276162.1,0,0,1,3,2,2
ENSG00000276400.1,0,0,0,0,0,0
ENSG00000276427.1,0,0,0,0,0,0
ENSG00000276664.1,0,0,0,0,0,0
ENSG00000276675.1,0,0,0,0,0,0
ENSG00000276753.1,0,0,0,0,0,0
ENSG00000276800.1,0,0,0,0,0,0
ENSG00000276871.1,0,0,0,0,0,0
ENSG00000276874.1,0,0,0,0,0,0
ENSG00000276950.4,0,0,0,0,0,0
ENSG00000276965.1,0,0,0,0,0,0
ENSG00000276991.1,0,0,0,0,0,0
ENSG00000277002.1,0,0,0,3,0,0
ENSG00000277017.1,0,0,0,0,0,0
ENSG00000277232.2,1,1,0,0,2,1
ENSG00000277248.1,0,0,0,0,0,0
ENSG00000277321.1,0,0,0,0,0,0
ENSG00000277372.1,0,0,0,0,0,0
ENSG00000277385.1,0,0,0,0,0,0
ENSG00000277460.1,0,0,0,0,0,0
ENSG00000277683.1,0,0,0,0,0,0
ENSG00000277690.2,0,0,0,0,0,0
ENSG00000277771.1,0,0,0,0,0,0
ENSG00000277821.1,0,0,0,0,0,0
ENSG00000277861.1,0,0,0,0,0,0
ENSG00000277870.4,0,0,0,0,0,0
ENSG00000277872.1,0,0,0,0,0,0
ENSG00000277941.1,0,0,0,0,0,0
ENSG00000277950.1,0,0,0,0,0,0
ENSG00000277971.1,0,0,0,0,0,0
ENSG00000278008.1,0,0,0,0,0,0
ENSG00000278044.1,0,0,0,0,0,0
ENSG00000278110.1,0,0,0,0,0,0
ENSG00000278125.1,0,0,0,0,0,0
ENSG00000278188.1,0,0,0,0,0,0
ENSG00000278195.1,0,0,0,0,1,0
ENSG00000278196.1,0,0,0,0,0,0
ENSG00000278278.1,0,0,0,0,0,0
ENSG00000278292.1,0,0,0,0,0,0
ENSG00000278297.1,0,0,0,0,0,0
ENSG00000278335.1,0,0,0,0,0,0
ENSG00000278398.1,0,0,0,0,0,0
ENSG00000278404.1,0,0,0,0,0,0
ENSG00000278420.1,0,0,0,0,0,0
ENSG00000278534.1,0,0,0,0,0,0
ENSG00000278558.4,0,0,0,0,0,0
ENSG00000278655.1,0,1,0,1,1,1
ENSG00000278657.1,0,0,0,0,1,0
ENSG00000278667.1,0,0,0,0,0,0
ENSG00000278841.1,0,0,0,0,0,0
ENSG00000278869.1,0,0,0,0,0,0
ENSG00000278881.1,2,4,2,2,1,3
ENSG00000278890.1,0,0,0,0,2,0
ENSG00000278920.1,0,0,0,0,1,1
ENSG00000278948.1,4,0,0,4,2,3
ENSG00000278960.1,0,0,0,2,1,3
ENSG00000279006.1,3,4,3,9,6,6
ENSG00000279010.1,126,173,147,133,89,99
ENSG00000279080.1,22,20,25,35,17,29
ENSG00000279085.1,3,6,0,3,5,2
ENSG00000279110.1,5,5,3,11,16,6
ENSG00000279159.1,252,301,271,247,167,204
ENSG00000279175.1,0,0,0,0,3,0
ENSG00000279182.1,9,4,4,2,0,3
ENSG00000279184.1,0,0,1,74,70,63
ENSG00000279217.1,0,0,0,0,6,0
ENSG00000279219.1,3,1,2,0,0,0
ENSG00000279278.1,12,12,18,16,13,11
ENSG00000279298.1,0,0,0,0,0,0
ENSG00000279345.1,3,2,7,5,8,2
ENSG00000279440.1,0,0,0,0,6,0
ENSG00000279442.1,0,0,0,0,2,1
ENSG00000279467.1,10,10,10,17,14,13
ENSG00000279494.1,0,0,0,2,0,0
ENSG00000279548.1,0,1,1,1,1,0
ENSG00000279560.1,0,0,0,0,0,0
ENSG00000279597.1,0,0,0,0,1,4
ENSG00000279624.3,0,0,0,0,0,0
ENSG00000279642.1,0,0,0,0,0,0
ENSG00000279652.1,10,8,4,20,21,17
ENSG00000279699.1,0,0,0,0,0,0
ENSG00000279712.1,0,0,0,0,1,0
ENSG00000279714.1,0,0,0,0,0,0
ENSG00000279738.1,0,0,0,0,2,0
ENSG00000279805.1,0,0,0,0,0,0
ENSG00000279833.1,100,125,110,11,10,12
ENSG00000279848.1,0,0,0,0,0,0
ENSG00000279914.1,0,0,0,0,0,0
ENSG00000279920.1,0,0,0,0,0,0
ENSG00000279927.1,0,0,0,0,0,0
ENSG00000279933.1,11,4,7,17,13,14
ENSG00000279954.1,0,0,0,0,1,0
ENSG00000279973.1,0,0,0,0,0,0
ENSG00000279987.1,0,0,0,0,0,0
ENSG00000280007.1,126,156,141,15,10,9
ENSG00000280011.1,0,2,0,0,4,2
ENSG00000280025.1,0,0,0,1,2,0
ENSG00000280080.1,1,1,2,1,4,2
ENSG00000280156.1,0,0,0,5,23,3
ENSG00000280178.1,0,0,1,22,6,13
ENSG00000280199.1,0,0,0,0,1,0
ENSG00000280216.1,0,0,0,0,0,0
ENSG00000280224.1,0,0,0,0,1,3
ENSG00000280263.1,0,0,0,0,0,0
ENSG00000280312.1,0,0,0,0,2,0
ENSG00000280341.1,0,0,0,3,2,0
ENSG00000280356.1,0,0,0,0,1,0
ENSG00000280363.1,0,0,0,0,0,0
ENSG00000280383.1,1,2,2,0,7,1
ENSG00000280384.1,0,0,0,0,0,0
ENSG00000280395.1,0,0,0,0,1,0
ENSG00000280418.1,0,0,0,0,2,0
ENSG00000280424.1,1,2,2,3,2,2
ENSG00000280434.1,0,0,0,0,0,0
ENSG00000280445.1,0,0,0,0,0,0
ENSG00000280527.1,0,0,0,0,0,0
ENSG00000280567.1,0,0,0,0,0,0
ENSG00000280623.1,0,0,0,0,2,1
ENSG00000280694.1,0,0,0,0,0,0
ENSG00000280859.1,0,0,0,0,0,0
ENSG00000280863.1,0,0,0,0,0,0
ENSG00000280968.1,0,0,0,0,0,0
ENSG00000280977.1,0,0,0,0,0,0
ENSG00000281295.1,0,0,0,0,0,0
ENSG00000281530.1,0,0,0,0,0,0
ENSG00000281538.1,0,2,1,4,1,2
ENSG00000281548.1,0,0,0,0,0,0
ENSG00000281592.1,0,0,0,0,0,0
ENSG00000281629.1,0,0,0,0,0,0
ENSG00000281732.1,16,15,18,0,1,1
ENSG00000281932.1,0,0,0,0,0,0
ENSG00000282012.1,0,0,0,0,0,0
ENSG00000282041.1,0,0,0,0,0,0
ENSG00000282602.1,0,0,0,0,0,0
ENSG00000282816.1,9,10,2,0,0,0
__no_feature,56617,68556,61662,94918,72331,76435
__ambiguous,82,101,78,101,58,66
__too_low_aQual,1050,1340,1269,2173,1476,1788
__not_aligned,55157,67592,60313,114209,76171,95068
__alignment_not_unique,1225,1575,1298,8105,5850,5416
